8	496	100	70051
8	512	100	70052
8	528	100	70052
8	544	100	70053

6	496	116	70054
6	512	116	70055
6	528	116	70055
6	544	116	70056
6	512	132	70055
6	528	132	70055
6	544	132	70056
6	512	148	70055
6	528	148	70055
6	512	164	70055
6	528	164	70055

#Green #2
8	544	148	70071
8	560	148	70072
8	576	148	70072
8	592	148	70073

6	544	164	70077
6	560	164	70078
6	576	164	70078
6	592	164	70079

#Blue #2
8	544	68	70061
8	560	68	70062
8	576	68	70063

6	544	84	70064
6	560	84	70065
6	576	84	70066
6	560	100	70065
6	576	100	70066
6	560	116	70065
6	576	116	70066
6	560	132	70065
6	576	132	70066


#decor bush
6	24	164	60102
6	40	164	60110
6	55	164	60110
6	70	164	60110
6	85	164	60120
6	101	164	60121
6	117	164	60110
6	132	164	60103

6	24	148	60102
6	40	148	60120
6	55	148	60121
6	70	148	60110
6	85	148	60103
6	101	148	60102
6	117	148	60120
6	132	148	60101

6	24	132	60100
6	40	132	60121
6	55	132	60103
6	70	132	60100
6	85	132	60101
6	101	132	60100
6	117	132	60101

6	40	116	60100
6	55	116	60101

################################################################
# Part 2

# Platform
5	624	164	 16	15	28	70004	70005	70006
5	624	180	 16	15	28	70007	70008	70009
5	624	196	 16	15	28	70007	70008	70009

#Decor x y spriteId
6	672	148	60001
6	688	148	60001
6	704	148	60001
6	720	148	60001
6	736	148	60001
6	752	148	60001
6	1024	148	60001
6	1040	148	60001

# Decor cloud
#1
6	640	36	60010
6	656	36	60011
6	672	36	60012
6	640	52	60013
6	656	52	60014
6	672	52	60015

#2
6	720	68	60010
6	736	68	60011
6	752	68	60011
6	768	68	60011
6	784	68	60012
6	720	84	60013
6	736	84	60014
6	752	84	60014
6	768	84	60014
6	784	84	60015

#Bush
6	816	148	60100
6	832	148	60121
6	848	148	60110	
6	864	148	60110
6	880	148	60110
6	896	148	60110
6	912	148	60110
6	928	148	60103
6	944	148	60100
6	960	148	60121
6	976	148	60110
6	992	148	60103

6	832	132	60102
6	848	132	60120
6	864	132	60121
6	880	132	60120
6	896	132	60121
6	912	132	60110
6	928	132	60103
6	960	132	60102
6	976	132	60120
6	992	132	60101

6	832	116	60100
6	848	116	60101
6	864	116	60100
6	880	116	60121
6	896	116	60103
6	912	116	60100
6	928	116	60101
6	960	116	60100
6	976	116	60101

6	880	100	60100
6	896	100	60101

################################################################
# Part 3

# Platform
5	1152	180	 16	15	22	70004	70005	70006
5	1152	196	 16	15	22	70007	70008	70009


#Decor x y spriteId
6	1184	164	60001
6	1200	164	60001

7	1504	100	70011
7	1520	100	70011

# Decor cloud
#1
6	1200	36	60010
6	1216	36	60011
6	1232	36	60012
6	1200	52	60013
6	1216	52	60014
6	1232	52	60015

#Green	71
8	1264	148	70071
8	1280	148	70072
8	1296	148	70072
8	1312	148	70072
8	1328	148	70072
8	1344	148	70073

6	1264	164	70077
6	1280	164	70078
6	1296	164	70078
6	1312	164	70078
6	1328	164	70078
6	1344	164	70079

#Pink	51
8	1296	116	70051
8	1312	116	70052
8	1328	116	70052
8	1344	116	70052
8	1360	116	70052
8	1376	116	70053

6	1296	132	70054
6	1312	132	70055
6	1328	132	70055
6	1344	132	70055
6	1360	132	70055
6	1376	132	70056
6	1360	148	70055
6	1376	148	70056
6	1360	164	70058
6	1376	164	70059

#Blue	61
8	1328	84	70061
8	1344	84	70062
8	1360	84	70062
8	1376	84	70062
8	1392	84	70062
8	1408	84	70063

6	1328	100	70064
6	1344	100	70065
6	1360	100	70065
6	1376	100	70065
6	1392	100	70065
6	1408	100	70066
6	1392	116	70065
6	1408	116	70066
6	1392	132	70065
6	1408	132	70066
6	1392	148	70065
6	1408	148	70066
6	1392	164	70068
6	1408	164	70069

################################################################
# Part 4

# Platform
5	1536	180	 16	15	5	70004	70005	70006
5	1536	196	 16	15	5	70007	70008	70009

#Decor
7	1568	164	70011
7	1584	164	70011
7	1600	164	70011
7	1584	148	70011
7	1600	148	70011
7	1600	132	70011

################################################################
# Part 5

# Platform
5	1664	180	 16	15	36	70004	70005	70006
5	1664	196	 16	15	36	70007	70008	70009

#Decor x y spriteId
6	1728	164	60001
6	1744	164	60001
6	1760	164	60001

7	1664	164	70011
7	1680	164	70011
7	1696	164	70011
7	1664	148	70011
7	1680	148	70011
7	1664	132	70011

7	1952	164	70010
7	1968	164	70010
7	1984	164	70010
7	2000	164	70010
7	2016	164	70010
7	2032	164	70010
7	2048	164	70010
7	1968	148	70010
7	1984	148	70010
7	2000	148	70010
7	2016	148	70010
7	2032	148	70010
7	1984	132	70010
7	2000	132	70010
7	2016	132	70010
7	2032	132	70010

7	2096	164	70010
7	2112	164	70010
7	2096	148	70010

#Decor Cloud
6	1664	36	60010
6	1680	36	60011
6	1696	36	60011
6	1712	36	60011
6	1728	36	60012
6	1664	52	60013
6	1680	52	60014
6	1696	52	60014
6	1712	52	60014
6	1728	52	60015

#Pipe
#1
5	1792	148	16	15	2	70012	70012	70013
5	1792	164	16	15	2	70014	70014	70015
#2
#Pipe
5	1856	132	16	15	2	70012	70012	70013
5	1856	148	16	15	2	70014	70014	70015
5	1856	164	16	15	2	70014	70014	70015

#Bush
6	1888	164	60100
6	1904	164	60121
6	1920	164	60110
6	1936	164	60103
6	1904	148	60102
6	1920	148	60120
6	1936	148	60101
6	1904	132	60100
6	1920	132	60101

#Pink
8	2144	132	70051
8	2160	132	70052
8	2176	132	70053

6	2144	148	70054
6	2160	148	70055
6	2176	148	70056
6	2144	164	70057
6	2160	164	70058
6	2176	164	70059

#Green
8	2176	36	70071
8	2192	36	70072
8	2208	36	70073

6	2176	52	70074
6	2192	52	70075
6	2208	52	70076
6	2176	68	70074
6	2192	68	70075
6	2208	68	70076
6	2176	84	70074
6	2192	84	70075
6	2208	84	70076
6	2176	100	70074
6	2192	100	70075
6	2208	100	70076
6	2176	116	70074
6	2192	116	70075
6	2208	116	70076
6	2192	132	70075
6	2208	132	70076
6	2192	148	70075
6	2208	148	70076
6	2192	164	70078
6	2208	164	70079


################################################################
# Part 6

# Platform
5	2256	180	 16	15	35	70004	70005	70006
5	2256	196	 16	15	35	70007	70008	70009

#Decor
7	2256	132	70011
7	2272	132	70011
7	2256	68	70011
7	2272	68	70011

#Pipe
#1
5	2256	148	16	15	2	70014	70014	70015
5	2256	164	16	15	2	70014	70014	70015
#2
5	2256	52	16	15	2	70014	70014	70015
5	2256	36	16	15	2	70014	70014	70015
5	2256	20	16	15	2	70014	70014	70015
5	2256	4	16	15	2	70014	70014	70015
#3
5	2320	148	16	15	2	70012	70012	70013
5	2320	164	16	15	2	70014	70014	70015

#Cloud
6	2320	28	60010
6	2336	28	60011
6	2352	28	60012
6	2320	44	60013
6	2336	44	60014
6	2352	44	60015

#Bush
6	2368	164	60102
6	2384	164	60110
6	2400	164	60110
6	2416	164	60110
6	2432	164	60110
6	2448	164	60103
6	2368	148	60102
6	2384	148	60110
6	2400	148	60110
6	2416	148	60110
6	2432	148	60120
6	2448	148	60101
6	2368	132	60102
6	2384	132	60110
6	2400	132	60110
6	2416	132	60110
6	2432	132	60103
6	2368	116	60100
6	2384	116	60121
6	2400	116	60110
6	2416	116	60110
6	2432	116	60103
6	2384	100	60100
6	2400	100	60121
6	2416	100	60110
6	2432	100	60103
6	2400	84	60102
6	2416	84	60110
6	2432	84	60103
6	2400	68	60102
6	2416	68	60120
6	2432	68	60101
6	2400	52	60100
6	2416	52	60101

#bush black
#1
6	2560	164	60300
6	2576	164	60301
6	2592	164	63000
6	2608	164	63000
6	2624	164	60303
6	2576	148	60302
6	2592	148	63000
6	2608	148	60300
6	2624	148	60301
6	2576	132	60302
6	2592	132	63000
6	2608	132	60303
6	2576	116	60302
6	2592	116	60300
6	2608	116	60301
6	2576	100	60302
6	2592	100	60303
6	2576	84	60300
6	2592	84	60301

#2
6	2736	164	60300
6	2752	164	60301
6	2768	164	60303
6	2752	148	60302
6	2768	148	60303
6	2752	132	60300
6	2768	132	60301


# MARIO
0	80	10

#Enemy
2	200	164
